1,3,0,0,0,7.2,0.0237069,1000000.0,100
1,3,8,0,0,14.6,0.0214193,1000000.0,100
1,9,0,0,0,7.2,0.0237069,1000000.0,100
1,9,8,0,0,14.6,0.0214193,1000000.0,100
1,3,0,6,0,7.8,0.0239707,1000000.0,100
1,3,8,6,0,16.2,0.0222006,1000000.0,100
1,9,0,6,0,7.8,0.0243947,1000000.0,100
1,9,8,6,0,18.6,0.0224042,1000000.0,100
1,3,0,0,8,19.6,0.0229973,1000000.0,100
1,3,8,0,8,16.6,0.0218351,1000000.0,100
1,9,0,0,8,19.6,0.0229973,1000000.0,100
1,9,8,0,8,16.6,0.0218351,1000000.0,100
1,3,0,6,8,20.6,0.0241407,1000000.0,100
1,3,8,6,8,21.8,0.0234988,1000000.0,100
1,9,0,6,8,21.6,0.0236905,1000000.0,100
1,9,8,6,8,21.8,0.0232358,1000000.0,100
3,3,0,0,0,38.75,0.0292351,3.78,300
3,3,8,0,0,68.75,0.0293789,45.48,300
3,9,0,0,0,38.75,0.0292351,3.78,300
3,9,8,0,0,68.75,0.0293789,45.48,300
3,3,0,6,0,44.375,0.0313408,3.8800000000000003,300
3,3,8,6,0,91.875,0.0334044,38.75,300
3,9,0,6,0,45.0,0.0308053,3.78,300
3,9,8,6,0,92.5,0.0319425,43.39,300
3,3,0,0,8,93.75,0.0315486,3.91,300
3,3,8,0,8,76.875,0.0298193,45.690000000000005,300
3,9,0,0,8,93.75,0.0315486,3.91,300
3,9,8,0,8,76.875,0.0298193,45.690000000000005,300
3,3,0,6,8,96.875,0.0328152,4.13,300
3,3,8,6,8,100.0,0.0330408,42.18,300
3,9,0,6,8,100.0,0.0339074,4.54,300
3,9,8,6,8,100.0,0.0316389,44.07,300
5,3,0,0,0,37.0,0.0275163,3.78,500
5,3,8,0,0,75.0,0.0275045,42.8,500
5,9,0,0,0,37.0,0.0275163,3.78,500
5,9,8,0,0,75.0,0.0275045,42.8,500
5,3,0,6,0,37.0,0.0263525,3.78,500
5,3,8,6,0,90.0,0.0296983,46.46,500
5,9,0,6,0,44.0,0.0275005,3.78,500
5,9,8,6,0,95.0,0.0305921,41.78,500
5,3,0,0,8,79.0,0.0299364,4.0,500
5,3,8,0,8,74.0,0.0284995,43.74,500
5,9,0,0,8,79.0,0.0299364,4.0,500
5,9,8,0,8,74.0,0.0284995,43.74,500
5,3,0,6,8,89.0,0.0299858,4.36,500
5,3,8,6,8,99.0,0.0309216,40.910000000000004,500
5,9,0,6,8,94.0,0.0311975,4.2,500
5,9,8,6,8,100.0,0.0310193,41.910000000000004,500
7,3,0,0,0,41.4286,0.02497,3.78,700
7,3,8,0,0,60.0,0.0280507,48.160000000000004,700
7,9,0,0,0,41.4286,0.02497,3.78,700
7,9,8,0,0,60.0,0.0280507,48.160000000000004,700
7,3,0,6,0,45.7143,0.0247294,3.93,700
7,3,8,6,0,92.8571,0.0293505,41.01,700
7,9,0,6,0,47.1429,0.026838,4.42,700
7,9,8,6,0,94.2857,0.0293198,46.25,700
7,3,0,0,8,94.2857,0.0251824,4.0,700
7,3,8,0,8,75.7143,0.028356,44.71,700
7,9,0,0,8,94.2857,0.0251824,4.0,700
7,9,8,0,8,75.7143,0.028356,44.71,700
7,3,0,6,8,97.1429,0.028954,4.28,700
7,3,8,6,8,100.0,0.029672,43.67,700
7,9,0,6,8,98.5714,0.0298927,4.7,700
7,9,8,6,8,100.0,0.0296382,44.26,700
9,3,0,0,0,34.0,0.0224703,3.78,900
9,3,8,0,0,80.0,0.0273343,46.1,900
9,9,0,0,0,34.0,0.0224703,3.78,900
9,9,8,0,0,80.0,0.0273343,46.1,900
9,3,0,6,0,26.0,0.0238075,3.93,900
9,3,8,6,0,92.0,0.0281068,45.67,900
9,9,0,6,0,34.0,0.0242304,4.68,900
9,9,8,6,0,96.0,0.0277836,43.92,900
9,3,0,0,8,72.0,0.0257558,4.01,900
9,3,8,0,8,80.0,0.0273343,46.1,900
9,9,0,0,8,72.0,0.0257558,4.01,900
9,9,8,0,8,80.0,0.0273343,46.1,900
9,3,0,6,8,82.0,0.0277785,4.3,900
9,3,8,6,8,100.0,0.0285617,43.14,900
9,9,0,6,8,94.0,0.0282676,5.18,900
9,9,8,6,8,100.0,0.0283733,44.24,900
